"Country","Sample","X","Y","aet_03","aet_04","aet_05","aet_06","aet_07","aet_08","aet_09","aet_10","aet_lt","def_03","def_04","def_05","def_06","def_07","def_08","def_09","def_10","def_lt","moist_03","moist_04","moist_05","moist_06","moist_07","moist_08","moist_09","moist_10","moist_lt","name","pdsi_03","pdsi_04","pdsi_05","pdsi_06","pdsi_07","pdsi_08","pdsi_09","pdsi_10","pdsi_lt","pet_03","pet_04","pet_05","pet_06","pet_07","pet_08","pet_09","pet_10","pet_lt","pr_03","pr_04","pr_05","pr_06","pr_07","pr_08","pr_09","pr_10","pr_lt","srad_03","srad_04","srad_05","srad_06","srad_07","srad_08","srad_09","srad_10","srad_lt","swe_03","swe_04","swe_05","swe_06","swe_07","swe_08","swe_09","swe_10","swe_lt","tmmn_03","tmmn_04","tmmn_05","tmmn_06","tmmn_07","tmmn_08","tmmn_09","tmmn_10","tmmn_lt","tmmx_03","tmmx_04","tmmx_05","tmmx_06","tmmx_07","tmmx_08","tmmx_09","tmmx_10","tmmx_lt","vap_03","vap_04","vap_05","vap_06","vap_07","vap_08","vap_09","vap_10","vap_lt","vpd_03","vpd_04","vpd_05","vpd_06","vpd_07","vpd_08","vpd_09","vpd_10","vpd_lt","bulk","clay","ph","soc","water","soil_moisture_03","soil_moisture_03_1","soil_moisture_05","soil_moisture_06","soil_moisture_07","soil_moisture_08","soil_moisture_09","soil_moisture_10","soil_moisture_lt","evi_03","evi_04","evi_05","evi_06","evi_07","evi_08","evi_09","evi_10","evi_lt","ndvi_03","ndvi_04","ndvi_05","ndvi_06","ndvi_07","ndvi_08","ndvi_09","ndvi_10","ndvi_lt","fpar_03","fpar_04","fpar_05","fpar_06","fpar_07","fpar_08","fpar_09","fpar_10","fpar_lt","lai_03","lai_04","lai_05","lai_06","lai_07","lai_08","lai_09","lai_10","lai_lt","gpp_03","gpp_04","gpp_05","gpp_06","gpp_07","gpp_08","gpp_09","gpp_10","gpp_lt","npp_03","npp_04","npp_05","npp_06","npp_07","npp_08","npp_09","npp_10","npp_lt","height","gHM"
"Russia","MAPP_007",30.011734,60.121213,0,60.8,90.8,90.2,48.3,93.9,51,33.2,40.87833333,0,0,6.4,38.4,110.8,0,3.3,0,8.503333333,75.9,106.2,95.2,39.5,27.2,103.5,98,106.2,79.765,"Sestroretsk",-2.25,-2.47,-1.04,-1.39,-3.03,-1.13,-1.24,-0.62,0.8905,0,60.8,97.2,128.6,159.1,93.9,54.3,33.2,49.38166667,39,25,82,36,38,179,48,78,61.5,91.1,154.9,208.2,238.7,231,174.5,100.2,42.7,109.0383333,160,2,0,0,0,0,0,0,39.75,-5.9,1.7,7.5,17.3,19,13.3,7.1,5.6,3.235,0.9,10.3,17.3,26.2,27.9,21.6,14,10.6,9.826666667,0.401,0.579,0.924,1.672,1.727,1.583,0.959,0.85,0.801766667,0.12,0.4,0.59,1.03,1.26,0.48,0.35,0.25,0.344833333,980,1800,580,120,36,0.30361807,0.18508069,0.20086303,0.15908024,0.21926165,0.22653605,0.21498038,0.17502272,0.33386302,0.11495,0.2801,0.31705,0.44625,0.4617,0.46065,0.4128,0.3447,0.239487826,0.1731,0.5489,0.5732,0.6787,0.7192,0.73235,0.68355,0.6523,0.39992,0.075,0.352857143,0.3725,0.61875,0.682857143,0.65125,0.635,0.421428571,0.318409586,0.125,0.657142857,0.8,1.675,1.828571429,1.825,1.6125,0.971428571,0.715250545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.43560797
"Russia","MAPP_008",30.011739,60.121213,0,60.8,90.8,90.2,48.3,93.9,51,33.2,40.87833333,0,0,6.4,38.4,110.8,0,3.3,0,8.503333333,75.9,106.2,95.2,39.5,27.2,103.5,98,106.2,79.765,"Sestroretsk",-2.25,-2.47,-1.04,-1.39,-3.03,-1.13,-1.24,-0.62,0.8905,0,60.8,97.2,128.6,159.1,93.9,54.3,33.2,49.38166667,39,25,82,36,38,179,48,78,61.5,91.1,154.9,208.2,238.7,231,174.5,100.2,42.7,109.0383333,160,2,0,0,0,0,0,0,39.75,-5.9,1.7,7.5,17.3,19,13.3,7.1,5.6,3.235,0.9,10.3,17.3,26.2,27.9,21.6,14,10.6,9.826666667,0.401,0.579,0.924,1.672,1.727,1.583,0.959,0.85,0.801766667,0.12,0.4,0.59,1.03,1.26,0.48,0.35,0.25,0.344833333,980,1800,580,120,36,0.30361807,0.18508069,0.20086303,0.15908024,0.21926165,0.22653605,0.21498038,0.17502272,0.33386302,0.11495,0.2801,0.31705,0.44625,0.4617,0.46065,0.4128,0.3447,0.239487826,0.1731,0.5489,0.5732,0.6787,0.7192,0.73235,0.68355,0.6523,0.39992,0.075,0.352857143,0.3725,0.61875,0.682857143,0.65125,0.635,0.421428571,0.318409586,0.125,0.657142857,0.8,1.675,1.828571429,1.825,1.6125,0.971428571,0.715250545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.43560797
"Russia","MAPP_009",43.372438,54.762202,0,69,92.3,86.8,38.2,20.6,51.5,18.2,37.06833333,0,0,22.5,44.5,103.6,104.1,7.9,16.7,17.35166667,27.6,128.5,99.4,59.3,40.4,31.1,29.4,25.9,64.68166667,"Sarovskoye bog (Mordovia)",-5.75,-5.23,-4.05,-3.82,-5,-6.01,-5.36,-6.02,-2.032666667,0,69,114.7,131.3,141.8,124.7,59.5,34.9,54.42,21,36,67,49,20,12,52,16,41.18333333,109.6,164.8,220,233.4,232.3,185.6,108.6,55.2,123.07,142,0,0,0,0,0,0,0,38.1,-7.4,2.5,9.9,14.9,16.6,16.1,5.2,2.1,1.781666667,0,11.8,20.9,25.5,27.1,26.4,14,8.2,9.751666667,0.314,0.589,1.071,1.445,1.446,1.331,0.877,0.628,0.74455,0.17,0.47,0.78,1.04,1.3,1.31,0.37,0.27,0.446,1060,900,490,120,36,-9999,0.16085798,0.108347595,0.095681936,0.13806157,0.21749623,0.13180314,0.07661455,0.11482977,0.18425,0.2553,0.40345,0.38265,0.42665,0.3744,0.3293,0.2796,0.271216814,0.29445,0.5245,0.7827,0.8504,0.8259,0.807,0.72195,0.7288,0.586923894,0.26875,0.477142857,0.6,0.77125,0.824285714,0.825,0.5775,0.63,0.489651416,0.4375,1.2,1.9625,3.3875,3.585714286,3.5625,1.675,1.285714286,1.603267974,0.000525,0.0142,0.04095,0.05635,0.05825,0.0474,0.017075,0.009233333,0.022176522,4e-04,0.0125,0.032775,0.04165,0.04005,0.02945,0.013725,0.005066667,0.016943043,155,0.46375895
"Russia","MAPP_010",43.372354,54.762259,0,69,92.3,86.8,38.2,20.6,51.5,18.2,37.06833333,0,0,22.5,44.5,103.6,104.1,7.9,16.7,17.35166667,27.6,128.5,99.4,59.3,40.4,31.1,29.4,25.9,64.68166667,"Sarovskoye bog (Mordovia)",-5.75,-5.23,-4.05,-3.82,-5,-6.01,-5.36,-6.02,-2.032666667,0,69,114.7,131.3,141.8,124.7,59.5,34.9,54.42,21,36,67,49,20,12,52,16,41.18333333,109.6,164.8,220,233.4,232.3,185.6,108.6,55.2,123.07,142,0,0,0,0,0,0,0,38.1,-7.4,2.5,9.9,14.9,16.6,16.1,5.2,2.1,1.781666667,0,11.8,20.9,25.5,27.1,26.4,14,8.2,9.751666667,0.314,0.589,1.071,1.445,1.446,1.331,0.877,0.628,0.74455,0.17,0.47,0.78,1.04,1.3,1.31,0.37,0.27,0.446,1060,900,490,120,36,-9999,0.16085798,0.108347595,0.095681936,0.13806157,0.21749623,0.13180314,0.07661455,0.11482977,0.18425,0.2553,0.40345,0.38265,0.42665,0.3744,0.3293,0.2796,0.271216814,0.29445,0.5245,0.7827,0.8504,0.8259,0.807,0.72195,0.7288,0.586923894,0.26875,0.477142857,0.6,0.77125,0.824285714,0.825,0.5775,0.63,0.489651416,0.4375,1.2,1.9625,3.3875,3.585714286,3.5625,1.675,1.285714286,1.603267974,0.000525,0.0142,0.04095,0.05635,0.05825,0.0474,0.017075,0.009233333,0.022176522,4e-04,0.0125,0.032775,0.04165,0.04005,0.02945,0.013725,0.005066667,0.016943043,155,0.46375895
"Russia","MAPP_011",43.372316,54.762057,0,69,92.3,86.8,38.2,20.6,51.5,18.2,37.06833333,0,0,22.5,44.5,103.6,104.1,7.9,16.7,17.35166667,27.6,128.5,99.4,59.3,40.4,31.1,29.4,25.9,64.68166667,"Sarovskoye bog (Mordovia)",-5.75,-5.23,-4.05,-3.82,-5,-6.01,-5.36,-6.02,-2.032666667,0,69,114.7,131.3,141.8,124.7,59.5,34.9,54.42,21,36,67,49,20,12,52,16,41.18333333,109.6,164.8,220,233.4,232.3,185.6,108.6,55.2,123.07,142,0,0,0,0,0,0,0,38.1,-7.4,2.5,9.9,14.9,16.6,16.1,5.2,2.1,1.781666667,0,11.8,20.9,25.5,27.1,26.4,14,8.2,9.751666667,0.314,0.589,1.071,1.445,1.446,1.331,0.877,0.628,0.74455,0.17,0.47,0.78,1.04,1.3,1.31,0.37,0.27,0.446,1060,900,490,120,36,-9999,0.16085798,0.108347595,0.095681936,0.13806157,0.21749623,0.13180314,0.07661455,0.11482977,0.18425,0.2553,0.40345,0.38265,0.42665,0.3744,0.3293,0.2796,0.271216814,0.29445,0.5245,0.7827,0.8504,0.8259,0.807,0.72195,0.7288,0.586923894,0.26875,0.477142857,0.6,0.77125,0.824285714,0.825,0.5775,0.63,0.489651416,0.4375,1.2,1.9625,3.3875,3.585714286,3.5625,1.675,1.285714286,1.603267974,0.000525,0.0142,0.04095,0.05635,0.05825,0.0474,0.017075,0.009233333,0.022176522,4e-04,0.0125,0.032775,0.04165,0.04005,0.02945,0.013725,0.005066667,0.016943043,155,0.46375895
"Russia","MAPP_012",45.13605278,53.30391944,0,73.2,92,94.6,66.9,60.7,65.1,15.5,39.24166667,0,0,44.7,38.7,73.5,66.3,1.9,29.6,20.97333333,30.2,156.1,100.1,73.7,50.2,38.7,38.3,31.7,73.79833333,"Bezymyannoye (Svetlopolyanskoye) bog (Penza)",-5.62,-5.02,-4.73,-4.3,-4.63,-4.7,-3.84,-4.66,-1.806833333,0,73.2,136.8,133.3,140.3,126.9,67,45.2,60.215,16,43,38,72,46,52,68,10,43.1,114.9,168.5,224.2,241.4,238.1,192.9,116.3,62.4,129.5766667,166,0,0,0,0,0,0,0,43.11666667,-7.5,3,11.5,14.6,15.7,15.8,5.9,2.9,1.96,-0.1,12.6,22.9,25.9,26.9,27.1,15.7,9.8,10.48666667,0.336,0.617,1.068,1.569,1.618,1.46,0.913,0.613,0.75115,0.14,0.49,1.01,0.94,1.06,1.24,0.45,0.37,0.4965,1010,1600,600,95,35,-9999,0.17152904,0.14579134,0.11717357,0.12010784,0.14236134,0.14036241,0.13081121,0.13823664,0.03365,0.22215,0.34845,0.4003,0.40935,0.35735,0.2417,0.228,0.252725217,0.0386,0.45275,0.6521,0.75235,0.71565,0.7086,0.6414,0.5285,0.455846957,0.09875,0.367142857,0.53625,0.765,0.864285714,0.84625,0.605,0.63,0.428409586,0.2,0.742857143,2.0375,3,4.271428571,3.6,2.2125,1.085714286,1.399782135,0.00015,0.0164,0.045,0.060325,0.0667,0.046375,0.016875,0.007766667,0.021950435,1e-04,0.014733333,0.034,0.04195,0.0406,0.029125,0.0139,0.006333333,0.016887391,142,0.3414555
"Russia","MAPP_013",45.13624167,53.30380556,0,73.2,92,94.6,66.9,60.7,65.1,15.5,39.24166667,0,0,44.7,38.7,73.5,66.3,1.9,29.6,20.97333333,30.2,156.1,100.1,73.7,50.2,38.7,38.3,31.7,73.79833333,"Bezymyannoye (Svetlopolyanskoye) bog (Penza)",-5.62,-5.02,-4.73,-4.3,-4.63,-4.7,-3.84,-4.66,-1.806833333,0,73.2,136.8,133.3,140.3,126.9,67,45.2,60.215,16,43,38,72,46,52,68,10,43.1,114.9,168.5,224.2,241.4,238.1,192.9,116.3,62.4,129.5766667,166,0,0,0,0,0,0,0,43.11666667,-7.5,3,11.5,14.6,15.7,15.8,5.9,2.9,1.96,-0.1,12.6,22.9,25.9,26.9,27.1,15.7,9.8,10.48666667,0.336,0.617,1.068,1.569,1.618,1.46,0.913,0.613,0.75115,0.14,0.49,1.01,0.94,1.06,1.24,0.45,0.37,0.4965,1010,1600,600,95,35,-9999,0.17152904,0.14579134,0.11717357,0.12010784,0.14236134,0.14036241,0.13081121,0.13823664,0.03365,0.22215,0.34845,0.4003,0.40935,0.35735,0.2417,0.228,0.252725217,0.0386,0.45275,0.6521,0.75235,0.71565,0.7086,0.6414,0.5285,0.455846957,0.09875,0.367142857,0.53625,0.765,0.864285714,0.84625,0.605,0.63,0.428409586,0.2,0.742857143,2.0375,3,4.271428571,3.6,2.2125,1.085714286,1.399782135,0.00015,0.0164,0.045,0.060325,0.0667,0.046375,0.016875,0.007766667,0.021950435,1e-04,0.014733333,0.034,0.04195,0.0406,0.029125,0.0139,0.006333333,0.016887391,142,0.3414555
"Russia","MAPP_014",45.136327,53.303848,0,73.2,92,94.6,66.9,60.7,65.1,15.5,39.24166667,0,0,44.7,38.7,73.5,66.3,1.9,29.6,20.97333333,30.2,156.1,100.1,73.7,50.2,38.7,38.3,31.7,73.79833333,"Bezymyannoye (Svetlopolyanskoye) bog (Penza)",-5.62,-5.02,-4.73,-4.3,-4.63,-4.7,-3.84,-4.66,-1.806833333,0,73.2,136.8,133.3,140.3,126.9,67,45.2,60.215,16,43,38,72,46,52,68,10,43.1,114.9,168.5,224.2,241.4,238.1,192.9,116.3,62.4,129.5766667,166,0,0,0,0,0,0,0,43.11666667,-7.5,3,11.5,14.6,15.7,15.8,5.9,2.9,1.96,-0.1,12.6,22.9,25.9,26.9,27.1,15.7,9.8,10.48666667,0.336,0.617,1.068,1.569,1.618,1.46,0.913,0.613,0.75115,0.14,0.49,1.01,0.94,1.06,1.24,0.45,0.37,0.4965,1010,1600,600,95,35,-9999,0.17152904,0.14579134,0.11717357,0.12010784,0.14236134,0.14036241,0.13081121,0.13823664,0.03365,0.22215,0.34845,0.4003,0.40935,0.35735,0.2417,0.228,0.252725217,0.0386,0.45275,0.6521,0.75235,0.71565,0.7086,0.6414,0.5285,0.455846957,0.09875,0.367142857,0.53625,0.765,0.864285714,0.84625,0.605,0.63,0.428409586,0.2,0.742857143,2.0375,3,4.271428571,3.6,2.2125,1.085714286,1.399782135,0.00015,0.0164,0.045,0.060325,0.0667,0.046375,0.016875,0.007766667,0.021950435,1e-04,0.014733333,0.034,0.04195,0.0406,0.029125,0.0139,0.006333333,0.016887391,142,0.3414555
"Russia","MAPP_015",32.409964,60.096937,0,54.7,82.3,90.8,59.3,93.8,45.4,22.4,38.71,0,0,11.1,27.6,69,0,0,0,6.225,91.2,100.1,81,46.6,29.3,68,100.1,100.1,80.89833333,"St.Ladoga",-2.63,-2.94,-1.98,-1.94,-3.02,-1.82,-1.07,1.82,0.943333333,0,54.7,93.5,118.3,128.3,93.8,45.4,22.4,44.935,42,30,63,59,44,140,93,70,61.6,90.8,156.4,207.9,234.3,229.1,172.4,99.4,42.2,109.1466667,158,3,0,0,0,0,0,0,44.06666667,-7.3,-0.4,6.2,13.7,15.5,11,5,3.3,1.755,1.2,9,17,24,25.4,20.3,12.5,8.6,9.385,0.348,0.513,0.882,1.435,1.589,1.299,0.877,0.77,0.741616667,0.16,0.36,0.57,0.85,0.92,0.55,0.29,0.18,0.331166667,830,1100,540,125,38,0.33986178,0.5564858,0.52591026,0.38019866,0.37043297,0.44900012,0.50698525,0.4759814,0.49217913,0.1115,0.2934,0.35565,0.4627,0.48875,0.41285,0.3614,0.1421,0.265147826,0.14585,0.60265,0.7043,0.79635,0.8112,0.79545,0.6918,0.3837,0.500048696,0.11125,0.308571429,0.5425,0.74,0.852857143,0.68125,0.64375,0.368571429,0.370392157,0.175,0.571428571,1.475,2.825,4.1,2.65,1.3375,0.671428571,1.150326797,0.001275,0.009833333,0.03725,0.068125,0.0689,0.034075,0.016975,0.0032,0.01980913,0.0011,0.008966667,0.0332,0.0518,0.046175,0.027725,0.0144,0.0022,0.016106522,17,0.31122684
"Russia","MAPP_016",32.409944,60.096946,0,54.7,82.3,90.8,59.3,93.8,45.4,22.4,38.71,0,0,11.1,27.6,69,0,0,0,6.225,91.2,100.1,81,46.6,29.3,68,100.1,100.1,80.89833333,"St.Ladoga",-2.63,-2.94,-1.98,-1.94,-3.02,-1.82,-1.07,1.82,0.943333333,0,54.7,93.5,118.3,128.3,93.8,45.4,22.4,44.935,42,30,63,59,44,140,93,70,61.6,90.8,156.4,207.9,234.3,229.1,172.4,99.4,42.2,109.1466667,158,3,0,0,0,0,0,0,44.06666667,-7.3,-0.4,6.2,13.7,15.5,11,5,3.3,1.755,1.2,9,17,24,25.4,20.3,12.5,8.6,9.385,0.348,0.513,0.882,1.435,1.589,1.299,0.877,0.77,0.741616667,0.16,0.36,0.57,0.85,0.92,0.55,0.29,0.18,0.331166667,830,1100,540,125,38,0.33986178,0.5564858,0.52591026,0.38019866,0.37043297,0.44900012,0.50698525,0.4759814,0.49217913,0.1115,0.2934,0.35565,0.4627,0.48875,0.41285,0.3614,0.1421,0.265147826,0.14585,0.60265,0.7043,0.79635,0.8112,0.79545,0.6918,0.3837,0.500048696,0.11125,0.308571429,0.5425,0.74,0.852857143,0.68125,0.64375,0.368571429,0.370392157,0.175,0.571428571,1.475,2.825,4.1,2.65,1.3375,0.671428571,1.150326797,0.001275,0.009833333,0.03725,0.068125,0.0689,0.034075,0.016975,0.0032,0.01980913,0.0011,0.008966667,0.0332,0.0518,0.046175,0.027725,0.0144,0.0022,0.016106522,17,0.31122684
"Russia","MAPP_017",33.251727,61.35792,0,52.1,82.5,81.2,30.4,78.8,34.5,19.2,34.41833333,0,0,9.2,45.4,98.9,0,0,0,5.113333333,92.4,92.4,76.6,33.4,23.3,70.9,88.9,92.4,78.38666667,"Kheynuoyya",1.7,0.75,1.35,-0.77,-2.65,-1.69,-1.91,-1.28,1.410666667,0,52.1,91.7,126.6,129.3,78.8,34.5,19.2,39.53166667,46,35,63,40,21,133,55,92,63.88333333,86.5,152.3,201,230.5,219.1,163,90.7,37.9,103.87,182,7,0,0,0,0,0,0,76.11666667,-8.4,-0.7,5.2,13.9,15.1,10.4,3.8,2.7,0.208333333,-0.5,7.9,15.3,23.5,24.5,18.9,10.9,7.6,7.498333333,0.34,0.468,0.761,1.195,1.417,1.352,0.892,0.747,0.6934,0.12,0.36,0.55,1.05,0.99,0.38,0.16,0.15,0.275833333,880,1400,500,110,34,-9999,0.5361127,0.54404753,0.4164965,0.37819448,0.48641536,0.42703012,0.43604273,0.45209864,0.08315,0.1752,0.35085,0.45665,0.46865,0.4127,0.31375,0.2819,0.224665217,0.11055,0.36615,0.6579,0.8008,0.7963,0.74045,0.6556,0.7235,0.407406087,0.085,0.214285714,0.45125,0.89625,0.814285714,0.70375,0.67,0.337142857,0.356122004,0.1625,0.385714286,1.125,4.2875,4.1,2.7125,1.9625,1.057142857,1.210457516,2.5e-05,0.006233333,0.026375,0.080125,0.0582,0.040075,0.012475,0.002266667,0.018764783,2.5e-05,0.005666667,0.023075,0.059825,0.042925,0.0325,0.010125,-6.67e-05,0.015175652,111,0.08503263
"Russia","MAPP_018",33.251734,61.357938,0,52.1,82.5,81.2,30.4,78.8,34.5,19.2,34.41833333,0,0,9.2,45.4,98.9,0,0,0,5.113333333,92.4,92.4,76.6,33.4,23.3,70.9,88.9,92.4,78.38666667,"Kheynuoyya",1.7,0.75,1.35,-0.77,-2.65,-1.69,-1.91,-1.28,1.410666667,0,52.1,91.7,126.6,129.3,78.8,34.5,19.2,39.53166667,46,35,63,40,21,133,55,92,63.88333333,86.5,152.3,201,230.5,219.1,163,90.7,37.9,103.87,182,7,0,0,0,0,0,0,76.11666667,-8.4,-0.7,5.2,13.9,15.1,10.4,3.8,2.7,0.208333333,-0.5,7.9,15.3,23.5,24.5,18.9,10.9,7.6,7.498333333,0.34,0.468,0.761,1.195,1.417,1.352,0.892,0.747,0.6934,0.12,0.36,0.55,1.05,0.99,0.38,0.16,0.15,0.275833333,880,1400,500,110,34,-9999,0.5361127,0.54404753,0.4164965,0.37819448,0.48641536,0.42703012,0.43604273,0.45209864,0.08315,0.1752,0.35085,0.45665,0.46865,0.4127,0.31375,0.2819,0.224665217,0.11055,0.36615,0.6579,0.8008,0.7963,0.74045,0.6556,0.7235,0.407406087,0.085,0.214285714,0.45125,0.89625,0.814285714,0.70375,0.67,0.337142857,0.356122004,0.1625,0.385714286,1.125,4.2875,4.1,2.7125,1.9625,1.057142857,1.210457516,2.5e-05,0.006233333,0.026375,0.080125,0.0582,0.040075,0.012475,0.002266667,0.018764783,2.5e-05,0.005666667,0.023075,0.059825,0.042925,0.0325,0.010125,-6.67e-05,0.015175652,111,0.08503263
"Russia","MAPP_019",36.713546,55.669349,1,62,87.5,87.3,44.8,80.6,46.3,25.7,43.94,0,0,17,28.2,81.1,10.8,0,0,6.391666667,93.3,106.3,77.1,47.1,30.2,26.7,54.2,61.1,75.445,"Sima (Volkovskoye) bog",-0.92,-0.73,1.1,0.69,-1.69,-1.65,-1.14,-1.46,-1.179166667,1,62,104.5,115.5,125.9,91.4,46.3,25.7,50.33166667,26,52,61,60,29,81,78,34,56.41666667,104.9,156.1,210.4,231.6,230.7,178.2,109.8,52.9,118.3983333,163,0,0,0,0,0,0,0,39.11666667,-5.4,2.1,7.5,14.1,15.8,13.4,4.9,2.2,2.401666667,1.9,11.6,18.5,24.3,25.8,23.2,13.3,8.2,10.12666667,0.364,0.622,0.931,1.464,1.586,1.63,0.984,0.712,0.77855,0.19,0.42,0.66,0.87,0.98,0.57,0.22,0.19,0.387333333,780,1500,530,125,38,-9999,0.5610855,0.4430356,0.25062054,0.25289097,0.31667587,0.38880658,0.42252254,0.28301507,0.11095,0.2524,0.3485,0.4399,0.3918,0.3861,0.27205,0.3173,0.265869565,0.1626,0.53715,0.7138,0.8033,0.83555,0.7873,0.58835,0.4283,0.50716087,0.15,0.382857143,0.59875,0.79125,0.722857143,0.60125,0.4025,0.528571429,0.414466231,0.3125,0.757142857,1.725,3.775,3.485714286,1.8125,0.8375,1.6,1.371023965,0.001,0.012933333,0.042375,0.07005,0.061175,0.0335,0.014525,0.0051,0.021517391,7e-04,0.0113,0.03665,0.046975,0.040675,0.026375,0.0121,0.0039,0.016675217,174,0.46196726
"Russia","MAPP_020",33.10646,66.54533,0,17.2,64.4,83.9,58.5,57.1,32,14.2,28.88833333,0,0,0,17.6,58.5,0,0,0,3.865,57.2,57.2,57.2,27.1,16.9,57.2,57.2,57.2,53.14666667,"Vodoprovodnoe",2.18,1.79,1.71,1.34,-1.34,0.97,1.24,2.2,1.784833333,0,17.2,64.4,101.4,117,57.1,32,14.2,32.75333333,21,31,39,55,51,105,57,78,49.36666667,76.5,147.6,195.7,232.1,203.3,138.7,74.7,26.9,95.32166667,171,100,1,0,0,0,0,0,72.73333333,-10.1,-3.1,1,10.6,12.4,8.9,3.4,0.5,-1.543333333,-1.7,5.2,9.2,19.5,21.1,16.8,10.2,5.6,6.12,0.306,0.5,0.626,1.227,1.248,1.322,0.836,0.657,0.656183333,0.11,0.19,0.29,0.55,0.73,0.21,0.18,0.12,0.231833333,840,700,480,125,36,0.34801158,0.50904495,0.5433652,0.4663244,0.45441836,0.49513546,0.49178296,0.45925,0.47881067,0.06055,0.15305,0.2299,0.32285,0.31175,0.2831,0.26285,0.1492,0.200038947,0.09725,0.2798,0.59805,0.7506,0.77665,0.72605,0.7197,0.2782,0.463285263,0.1775,0.275714286,0.41,0.69125,0.664285714,0.5875,0.60375,0.407142857,0.363554377,0.2625,0.357142857,0.85,2,2.142857143,1.2625,1.3125,1.628571429,0.966047745,8e-04,0.0076,0.017825,0.063,0.055775,0.0309,0.01145,0.001966667,0.019687368,0.00065,0.006966667,0.015925,0.0529,0.043,0.026025,0.008175,-9e-04,0.015685789,70,0.026094625
"Russia","MAPP_021",33.10652,66.54532,0,17.2,64.4,83.9,58.5,57.1,32,14.2,28.88833333,0,0,0,17.6,58.5,0,0,0,3.865,57.2,57.2,57.2,27.1,16.9,57.2,57.2,57.2,53.14666667,"Vodoprovodnoe",2.18,1.79,1.71,1.34,-1.34,0.97,1.24,2.2,1.784833333,0,17.2,64.4,101.4,117,57.1,32,14.2,32.75333333,21,31,39,55,51,105,57,78,49.36666667,76.5,147.6,195.7,232.1,203.3,138.7,74.7,26.9,95.32166667,171,100,1,0,0,0,0,0,72.73333333,-10.1,-3.1,1,10.6,12.4,8.9,3.4,0.5,-1.543333333,-1.7,5.2,9.2,19.5,21.1,16.8,10.2,5.6,6.12,0.306,0.5,0.626,1.227,1.248,1.322,0.836,0.657,0.656183333,0.11,0.19,0.29,0.55,0.73,0.21,0.18,0.12,0.231833333,840,700,480,125,36,0.34801158,0.50904495,0.5433652,0.4663244,0.45441836,0.49513546,0.49178296,0.45925,0.47881067,0.06055,0.15305,0.2299,0.32285,0.31175,0.2831,0.26285,0.1492,0.200038947,0.09725,0.2798,0.59805,0.7506,0.77665,0.72605,0.7197,0.2782,0.463285263,0.1775,0.275714286,0.41,0.69125,0.664285714,0.5875,0.60375,0.407142857,0.363554377,0.2625,0.357142857,0.85,2,2.142857143,1.2625,1.3125,1.628571429,0.966047745,8e-04,0.0076,0.017825,0.063,0.055775,0.0309,0.01145,0.001966667,0.019687368,0.00065,0.006966667,0.015925,0.0529,0.043,0.026025,0.008175,-9e-04,0.015685789,70,0.026094625
"Russia","MAPP_022",33.1066,66.54527,0,17.2,64.4,83.9,58.5,57.1,32,14.2,28.88833333,0,0,0,17.6,58.5,0,0,0,3.865,57.2,57.2,57.2,27.1,16.9,57.2,57.2,57.2,53.14666667,"Vodoprovodnoe",2.18,1.79,1.71,1.34,-1.34,0.97,1.24,2.2,1.784833333,0,17.2,64.4,101.4,117,57.1,32,14.2,32.75333333,21,31,39,55,51,105,57,78,49.36666667,76.5,147.6,195.7,232.1,203.3,138.7,74.7,26.9,95.32166667,171,100,1,0,0,0,0,0,72.73333333,-10.1,-3.1,1,10.6,12.4,8.9,3.4,0.5,-1.543333333,-1.7,5.2,9.2,19.5,21.1,16.8,10.2,5.6,6.12,0.306,0.5,0.626,1.227,1.248,1.322,0.836,0.657,0.656183333,0.11,0.19,0.29,0.55,0.73,0.21,0.18,0.12,0.231833333,840,700,480,125,36,0.34801158,0.50904495,0.5433652,0.4663244,0.45441836,0.49513546,0.49178296,0.45925,0.47881067,0.06055,0.15305,0.2299,0.32285,0.31175,0.2831,0.26285,0.1492,0.200038947,0.09725,0.2798,0.59805,0.7506,0.77665,0.72605,0.7197,0.2782,0.463285263,0.1775,0.275714286,0.41,0.69125,0.664285714,0.5875,0.60375,0.407142857,0.363554377,0.2625,0.357142857,0.85,2,2.142857143,1.2625,1.3125,1.628571429,0.966047745,8e-04,0.0076,0.017825,0.063,0.055775,0.0309,0.01145,0.001966667,0.019687368,0.00065,0.006966667,0.015925,0.0529,0.043,0.026025,0.008175,-9e-04,0.015685789,70,0.026094625
